Rank,Compound,SMILES,Affinity_kcal_per_mol,DLG_file,Within_Pocket
18239,ZINC000185704177_docked,COc1cc(C#N)ccc1S(=O)(=O)NC[C@H](O)c1cccc(F)c1,-7.5,ZINC000185704177_docked.dlg,TRUE
18240,ZINC000766508976_docked,COc1cc(C#N)ccc1S(=O)(=O)NC[C@H](O)c1c(F)cccc1Cl,-7.5,ZINC000766508976_docked.dlg,TRUE
18241,ZINC000403731539_docked,CC(C)N[C@](C)(CO)CCOc1cc(F)cc(C#N)c1,-7.5,ZINC000403731539_docked.dlg,TRUE
18242,ZINC000355963941_docked,COc1cc(OCc2cc(F)ccc2C#N)ccc1[N+](=O)[O-],-7.5,ZINC000355963941_docked.dlg,TRUE
18243,ZINC000157175383_docked,CC(C)N(c1ccccc1)S(=O)(=O)c1ccc(F)cc1C#N,-7.5,ZINC000157175383_docked.dlg,TRUE
18244,ZINC000312520045_docked,CC[C@H](O)c1ccc(Oc2cc(F)cc(C#N)c2)cn1,-7.5,ZINC000312520045_docked.dlg,TRUE
18245,ZINC000827420140_docked,N#Cc1cc(F)ccc1N1CCN(C(=O)CCOc2ccc(C(N)=O)cc2)CC1,-7.5,ZINC000827420140_docked.dlg,FALSE
18246,ZINC000151047100_docked,C[C@H](c1ccc(S(C)(=O)=O)cc1)N(C)S(=O)(=O)c1ccc(C#N)cc1F,-7.5,ZINC000151047100_docked.dlg,TRUE
18247,ZINC000813676018_docked,CN(C)c1ccc([N+](=O)[O-])c(OS(=O)(=O)c2ccc(C#N)c(F)c2)c1,-7.5,ZINC000813676018_docked.dlg,FALSE
18248,ZINC000601486549_docked,Cc1cc(C#N)ccc1S(=O)(=O)N1CC[C@@H](O)C[C@H]1C,-7.5,ZINC000601486549_docked.dlg,TRUE
18249,ZINC000272877601_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N2CC[C@H]([C@H](C)O)C2)c1,-7.5,ZINC000272877601_docked.dlg,TRUE
18250,ZINC000127713844_docked,COc1cc(C(N)=O)ccc1Oc1ccc(N)c(C#N)c1,-7.5,ZINC000127713844_docked.dlg,TRUE
18251,ZINC000404161908_docked,CC1(C)CCC[C@H](Oc2cc(F)cc(C#N)c2)[C@H]1N,-7.5,ZINC000404161908_docked.dlg,TRUE
18252,ZINC000181256600_docked,COc1cc([C@@H](C)N[C@@H](CC(C)(C)C)C(F)(F)F)ccc1S(C)(=O)=O,-7.5,ZINC000181256600_docked.dlg,TRUE
18253,ZINC000827604964_docked,COc1ccc(F)cc1S(=O)(=O)N[C@@H](C)[C@H](O)c1ccc(C)cc1,-7.5,ZINC000827604964_docked.dlg,FALSE
18254,ZINC000271503966_docked,COc1cc([C@H](C)N[C@H](CO)C[C@H](O)c2ccccc2)ccc1S(C)(=O)=O,-7.5,ZINC000271503966_docked.dlg,TRUE
18255,ZINC000580488741_docked,C[C@H](NC(=O)COc1cc(F)cc(C#N)c1)c1ccc(Cl)c(Cl)c1,-7.5,ZINC000580488741_docked.dlg,TRUE
18256,ZINC000766494340_docked,COCc1cccc(OS(=O)(=O)c2ccc(C#N)cc2OC)c1,-7.5,ZINC000766494340_docked.dlg,TRUE
18257,ZINC000600855436_docked,COc1ccc(CNc2cc(F)cc(C#N)c2)cc1C,-7.5,ZINC000600855436_docked.dlg,TRUE
18258,ZINC000035631953_docked,C[C@@H](O)c1cc(F)ccc1Oc1cccc(C#N)c1,-7.5,ZINC000035631953_docked.dlg,TRUE
18259,ZINC000311605739_docked,N#Cc1cc(F)cc(Oc2cc(Br)ccc2C#N)c1,-7.5,ZINC000311605739_docked.dlg,TRUE
18260,ZINC000344450016_docked,CO[C@H](COc1cc(F)cc(C#N)c1)c1ccccc1,-7.5,ZINC000344450016_docked.dlg,TRUE
18261,ZINC000408428025_docked,Cc1cc(C#N)ccc1S(=O)(=O)N1CC[C@H](C)C[C@H]1[C@H](C)O,-7.5,ZINC000408428025_docked.dlg,TRUE
18262,ZINC000177914090_docked,C[C@@H](NC(=O)Nc1ccc(F)cc1C#N)c1ccc(S(C)(=O)=O)c(F)c1,-7.5,ZINC000177914090_docked.dlg,TRUE
18263,ZINC000817140305_docked,Cc1ccc([C@@H](O)[C@@H](C)NS(=O)(=O)c2cc(F)ccc2OC(F)F)cc1,-7.5,ZINC000817140305_docked.dlg,FALSE
18264,ZINC000399630834_docked,Cc1cc(Oc2ccc(S(C)(=O)=O)cc2)c(C#N)cn1,-7.5,ZINC000399630834_docked.dlg,TRUE
18265,ZINC000712515771_docked,Cc1ccc(Br)c(Oc2cc(F)cc(C#N)c2)n1,-7.5,ZINC000712515771_docked.dlg,TRUE
18266,ZINC000126239337_docked,COc1ccc(OC(F)F)c(CNS(=O)(=O)c2ccc(F)cc2C#N)c1,-7.5,ZINC000126239337_docked.dlg,TRUE
18267,ZINC000723032853_docked,CNCc1c(Cl)cccc1Oc1cc(F)cc(C#N)c1,-7.5,ZINC000723032853_docked.dlg,TRUE
18268,ZINC000305223576_docked,C[C@@H](NS(=O)(=O)c1ccccc1C#N)[C@H](O)c1ccc(F)cc1,-7.5,ZINC000305223576_docked.dlg,TRUE
18269,ZINC000193984482_docked,C[C@H]1CN(C[C@@H](C)O)CCN1S(=O)(=O)c1ccc(F)cc1C#N,-7.5,ZINC000193984482_docked.dlg,TRUE
18270,ZINC000480784010_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N[C@@H]2C[C@H]2c2ccc(OC(F)F)cc2)c1,-7.5,ZINC000480784010_docked.dlg,TRUE
18271,ZINC000381238977_docked,CN[C@H](C)c1ccccc1Oc1cc(F)cc(C#N)c1,-7.5,ZINC000381238977_docked.dlg,TRUE
18272,ZINC000801663869_docked,N#Cc1ccc(C(=O)NNC(=O)CN2C(=O)c3ccc(F)cc3S2(=O)=O)cc1,-7.5,ZINC000801663869_docked.dlg,FALSE
18273,ZINC000260602440_docked,COc1cc([C@@H]2C[C@H](C#N)CN2)cc(F)c1S(C)(=O)=O,-7.5,ZINC000260602440_docked.dlg,TRUE
18274,ZINC000383799218_docked,N#Cc1cc(F)cc(Oc2nccc(N)c2[N+](=O)[O-])c1,-7.5,ZINC000383799218_docked.dlg,TRUE
18275,ZINC000430267913_docked,CC1=C[C@@H](C)CN(Cc2ccc(F)cc2C#N)C1,-7.5,ZINC000430267913_docked.dlg,TRUE
18276,ZINC000227837189_docked,Cc1cc(C#N)ccc1S(=O)(=O)NC[C@@H](O)C(N)=O,-7.5,ZINC000227837189_docked.dlg,TRUE
18277,ZINC001192469319_docked,COCCc1ccc(OC[C@H](O)CNS(=O)(=O)c2ccc(F)cc2C#N)cc1,-7.5,ZINC001192469319_docked.dlg,FALSE
18278,ZINC000351817768_docked,C[C@H]1C[C@H](O)CN1C(=O)c1ccc(Oc2cccc(F)c2C#N)cc1,-7.5,ZINC000351817768_docked.dlg,TRUE
18279,ZINC000443021569_docked,C[C@@H](COc1cccc(F)c1)NS(=O)(=O)c1ccc(Cl)cc1C#N,-7.5,ZINC000443021569_docked.dlg,TRUE
18280,ZINC000161742591_docked,CC[C@@H]1[C@@H](O)C[C@H]1c1ccc(S(C)(=O)=O)c(OC)c1,-7.5,ZINC000161742591_docked.dlg,TRUE
18281,ZINC000804470409_docked,Cc1ccc([C@@H](O)[C@H](C)NC(=O)c2ccc(OCc3ccccc3C#N)cc2)cc1,-7.5,ZINC000804470409_docked.dlg,FALSE
18282,ZINC000067433704_docked,COc1cc(C)c(S(=O)(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)cc1OC,-7.5,ZINC000067433704_docked.dlg,TRUE
18283,ZINC001186524673_docked,COc1cc(Br)c(CNS(=O)(=O)Cc2ccc(F)cc2C#N)cc1OC,-7.5,ZINC001186524673_docked.dlg,FALSE
18284,ZINC001270997539_docked,Cc1cc(C(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)cc(C)c1C#N,-7.5,ZINC001270997539_docked.dlg,FALSE
18285,ZINC000341290315_docked,N#Cc1cc(F)cc(OCCCN2CCCCC2)c1,-7.5,ZINC000341290315_docked.dlg,TRUE
18286,ZINC001193891067_docked,Cc1cc(C#N)ccc1S(=O)(=O)N1CCCC[C@H]1[C@H](O)c1ccccc1,-7.5,ZINC001193891067_docked.dlg,FALSE
18287,ZINC000527373499_docked,COc1ccc(N(C(C)C)S(=O)(=O)c2ccc(F)cc2C)cc1F,-7.5,ZINC000527373499_docked.dlg,TRUE
18288,ZINC000227634450_docked,N#Cc1cc(F)cc(Oc2ccc(Br)cc2F)c1,-7.5,ZINC000227634450_docked.dlg,TRUE
18289,ZINC000185790755_docked,COc1cc(C#N)ccc1S(=O)(=O)NC[C@@H](C)Oc1ccc(F)cc1,-7.5,ZINC000185790755_docked.dlg,TRUE
18290,ZINC000172674386_docked,Cc1cc(C#N)ccc1S(=O)(=O)Oc1cc(F)cc(F)c1,-7.5,ZINC000172674386_docked.dlg,TRUE
18291,ZINC000584075154_docked,COc1cc(COc2cc(F)cc(C#N)c2)ccc1SC,-7.5,ZINC000584075154_docked.dlg,TRUE
18292,ZINC000052065083_docked,Cc1cc(C)c(C#N)c(Oc2ccc(F)cc2[N+](=O)[O-])n1,-7.5,ZINC000052065083_docked.dlg,TRUE
18293,ZINC000227634972_docked,Cc1ccc(Cl)c(Oc2cc(F)cc(C#N)c2)c1,-7.5,ZINC000227634972_docked.dlg,TRUE
18294,ZINC000331851806_docked,COc1ccc(C)cc1S(=O)(=O)N1C[C@@H](O)C[C@@H]1c1cccc(F)c1,-7.5,ZINC000331851806_docked.dlg,TRUE
18295,ZINC000227633767_docked,N#Cc1cc(F)cc(Oc2ccc(Br)cc2)c1,-7.5,ZINC000227633767_docked.dlg,TRUE
18296,ZINC000808332381_docked,COc1cc(Br)c(F)cc1S(=O)(=O)Oc1cc(F)cc(C#N)c1,-7.5,ZINC000808332381_docked.dlg,FALSE
18297,ZINC000232345145_docked,CN[C@@H](C)c1ccc(Oc2ccc(C#N)cc2F)cc1,-7.5,ZINC000232345145_docked.dlg,TRUE
18298,ZINC000124618953_docked,N#Cc1cccc([C@H](O)c2cc3cc(F)ccc3o2)c1,-7.5,ZINC000124618953_docked.dlg,TRUE
18299,ZINC000194493713_docked,COc1cc(OCc2cc(F)ccc2[N+](=O)[O-])ccc1C#N,-7.5,ZINC000194493713_docked.dlg,TRUE
18300,ZINC000751407214_docked,COc1cc(C)c(S(=O)(=O)N[C@@H](C)[C@@H](O)c2ccc(F)cc2)cc1OC,-7.5,ZINC000751407214_docked.dlg,TRUE
18301,ZINC000156679695_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N2C[C@@H](C)C[C@@H](C)C2)c1,-7.5,ZINC000156679695_docked.dlg,TRUE
18302,ZINC000798470783_docked,COc1ccc(S(=O)(=O)Oc2ccc(C#N)cc2I)c(F)c1,-7.5,ZINC000798470783_docked.dlg,FALSE
18303,ZINC000525407297_docked,Cc1cc(C#N)ccc1S(=O)(=O)NCc1cccnc1Oc1cccc(F)c1,-7.5,ZINC000525407297_docked.dlg,TRUE
18304,ZINC000305824806_docked,C[C@@H](O)[C@@H]1CCN(S(=O)(=O)c2ccc(C#N)cc2F)C1,-7.5,ZINC000305824806_docked.dlg,TRUE
18305,ZINC000880334676_docked,C[C@@H](C[C@H](O)c1ccco1)NC(=O)Nc1cc(F)cc(C#N)c1,-7.49,ZINC000880334676_docked.dlg,FALSE
18306,ZINC000563229854_docked,COc1cc(C#N)ccc1OCCCC(=O)Nc1ccc(=O)n(CC(N)=O)c1,-7.49,ZINC000563229854_docked.dlg,TRUE
18307,ZINC000578403705_docked,COc1ccc(CNS(=O)(=O)c2ccc(F)cc2C#N)c(OC)n1,-7.49,ZINC000578403705_docked.dlg,TRUE
18308,ZINC000340774605_docked,COc1nc(C)cc(C)c1COc1cc(F)cc(C#N)c1,-7.49,ZINC000340774605_docked.dlg,TRUE
18309,ZINC000034674371_docked,CN(Cc1cccc(F)c1)C[C@H](O)c1ccc(C#N)cc1,-7.49,ZINC000034674371_docked.dlg,TRUE
18310,ZINC000804473562_docked,Cc1ccc([C@@H](O)[C@@H](C)NC(=O)c2ccc(C#N)cc2)cc1,-7.49,ZINC000804473562_docked.dlg,FALSE
18311,ZINC000783301510_docked,COc1cc([C@H](C)NCc2ccc(C#N)cn2)ccc1S(C)(=O)=O,-7.49,ZINC000783301510_docked.dlg,TRUE
18312,ZINC000010224134_docked,N#Cc1ccccc1S(=O)(=O)Oc1cccc(F)c1,-7.49,ZINC000010224134_docked.dlg,TRUE
18313,ZINC000302487751_docked,CC(=O)c1ccc(S(C)(=O)=O)c(N2CC[C@H](O)[C@H](C)C2)c1,-7.49,ZINC000302487751_docked.dlg,TRUE
18314,ZINC000812242467_docked,COc1ccc(F)cc1/C=C/C(=O)c1ccccc1C#N,-7.49,ZINC000812242467_docked.dlg,FALSE
18315,ZINC000748653814_docked,CN(C)c1ccc([N+](=O)[O-])c(OS(=O)(=O)c2ccc(C#N)cc2C(F)(F)F)c1,-7.49,ZINC000748653814_docked.dlg,TRUE
18316,ZINC000179815564_docked,CN1CCCN(S(=O)(=O)c2ccc(F)cc2C#N)CC1,-7.49,ZINC000179815564_docked.dlg,TRUE
18317,ZINC000726980733_docked,N#Cc1ccc(C(=O)NCC(=O)NC[C@@H](O)COc2cccc(F)c2)cc1,-7.49,ZINC000726980733_docked.dlg,TRUE
18318,ZINC001221890350_docked,COc1ccc(CNC(=O)NCc2ccccc2Oc2cccc(F)c2)cc1S(N)(=O)=O,-7.49,ZINC001221890350_docked.dlg,FALSE
18319,ZINC000227634958_docked,CCc1ccccc1Oc1cc(F)cc(C#N)c1,-7.49,ZINC000227634958_docked.dlg,TRUE
18320,ZINC000356513942_docked,CC(C)N(C)S(=O)(=O)Nc1ccc(Oc2ccc(C#N)cc2)cc1,-7.49,ZINC000356513942_docked.dlg,TRUE
18321,ZINC000794753581_docked,CS(=O)(=O)c1ccccc1OC[C@@H](O)c1cccc(F)c1,-7.49,ZINC000794753581_docked.dlg,FALSE
18322,ZINC000227636922_docked,COc1ccc(Oc2cc(F)cc(C#N)c2)c(Br)c1,-7.49,ZINC000227636922_docked.dlg,TRUE
18323,ZINC000313311988_docked,N#Cc1cc(F)cc(Oc2cc(F)cc([N+](=O)[O-])c2)c1,-7.49,ZINC000313311988_docked.dlg,TRUE
18324,ZINC001194237087_docked,COc1ccc(C#N)cc1NC(=O)c1ccc(OC)c(S(C)(=O)=O)c1,-7.49,ZINC001194237087_docked.dlg,FALSE
18325,ZINC000554686103_docked,C[C@H](NC(=O)CNC(=O)COc1cc(F)cc(C#N)c1)c1ccc(F)cc1,-7.49,ZINC000554686103_docked.dlg,TRUE
18326,ZINC000158419297_docked,COc1ccc(OC)c2c1CN(Cc1cc(F)ccc1C#N)C[C@@H]2O,-7.49,ZINC000158419297_docked.dlg,TRUE
18327,ZINC000808333785_docked,N#Cc1cc(F)cc(OS(=O)(=O)C2=Cc3cc(Br)ccc3OC2)c1,-7.49,ZINC000808333785_docked.dlg,FALSE
18328,ZINC000388673191_docked,N#Cc1cc(F)cc(OCc2ccc(Br)cc2F)c1,-7.49,ZINC000388673191_docked.dlg,TRUE
18329,ZINC000184815376_docked,CCN(c1cccc(F)c1)S(=O)(=O)c1ccc(C#N)cc1OC,-7.49,ZINC000184815376_docked.dlg,TRUE
18330,ZINC000786526315_docked,CS(=O)(=O)c1cc(C(=O)N2CCSC[C@H]2C#N)ccc1F,-7.49,ZINC000786526315_docked.dlg,FALSE
18331,ZINC000601406001_docked,Cc1cc(F)cc(C#N)c1S(=O)(=O)N1[C@H](C)C[C@H]1C,-7.49,ZINC000601406001_docked.dlg,TRUE
18332,ZINC000152058085_docked,C[C@@H]1CCN(S(=O)(=O)c2ccc(F)cc2C#N)[C@H](C)C1,-7.49,ZINC000152058085_docked.dlg,TRUE
18333,ZINC000794714990_docked,N#Cc1ccc(C(=O)/C=C/c2ccc3occc3c2)cc1F,-7.49,ZINC000794714990_docked.dlg,FALSE
18334,ZINC000808333294_docked,N#Cc1cc(F)cc(OS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)c1,-7.49,ZINC000808333294_docked.dlg,FALSE
18335,ZINC000791253300_docked,CS(=O)(=O)c1ccc(C(=O)OCc2ccc(C#N)c(F)c2)cc1,-7.49,ZINC000791253300_docked.dlg,FALSE
18336,ZINC000151963939_docked,CN(C)[C@H]1CCN(S(=O)(=O)c2ccc(F)cc2C#N)C1,-7.49,ZINC000151963939_docked.dlg,TRUE
18337,ZINC000311899700_docked,Cc1nc(Cl)c(C)c(Oc2cc(F)cc(C#N)c2)n1,-7.49,ZINC000311899700_docked.dlg,TRUE
18338,ZINC000035674859_docked,Cc1ccc(Oc2ccc(C#N)cc2N)cc1C,-7.49,ZINC000035674859_docked.dlg,TRUE
18339,ZINC000319076747_docked,CC(C)c1ccc(C(=O)COc2cc(F)cc(C#N)c2)cc1,-7.49,ZINC000319076747_docked.dlg,TRUE
18340,ZINC000958909836_docked,CCC(=O)N1C[C@H](O)[C@@H](N(C)C(=O)c2c(C)cc(F)cc2C)C1,-7.49,ZINC000958909836_docked.dlg,FALSE
18341,ZINC000791670525_docked,Cc1cc(F)ccc1OC(=O)[C@@H](C#N)Cc1ccc(C#N)cc1,-7.49,ZINC000791670525_docked.dlg,FALSE
18342,ZINC000381193464_docked,N#Cc1cc(F)cc(O[C@H](CN)c2ccc(Cl)cc2)c1,-7.49,ZINC000381193464_docked.dlg,TRUE
18343,ZINC000530394860_docked,COC(=O)[C@@H]1CN(C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)c2ccccc21,-7.49,ZINC000530394860_docked.dlg,TRUE
18344,ZINC000659969413_docked,CC[C@@H]1C[C@H]1CNS(=O)(=O)c1ccc(F)cc1OC,-7.49,ZINC000659969413_docked.dlg,TRUE
18345,ZINC000158474617_docked,Cc1noc(CN2CCN(Cc3cc(F)ccc3C#N)CC2)n1,-7.49,ZINC000158474617_docked.dlg,TRUE
18346,ZINC000168478715_docked,CN(C)c1ccc(N)c(Oc2ncccc2S(C)(=O)=O)c1,-7.49,ZINC000168478715_docked.dlg,TRUE
18347,ZINC000156924939_docked,CN1CCO[C@H](CNS(=O)(=O)c2ccc(F)cc2C#N)C1,-7.49,ZINC000156924939_docked.dlg,TRUE
18348,ZINC000311418875_docked,Cc1ccc(OCc2cc(F)cc(C#N)c2)cc1N,-7.49,ZINC000311418875_docked.dlg,TRUE
18349,ZINC000819882120_docked,N#Cc1cc(F)cc(OS(=O)(=O)CCOCC2CC2)c1,-7.49,ZINC000819882120_docked.dlg,FALSE
18350,ZINC000289704025_docked,C[C@H]1CN(C(=O)COc2cc(F)cc(C#N)c2)C[C@H](C)O1,-7.49,ZINC000289704025_docked.dlg,TRUE
18351,ZINC000714754304_docked,CCC1(N)CCN(Cc2ccc(F)cc2C#N)CC1,-7.49,ZINC000714754304_docked.dlg,TRUE
18352,ZINC000269808560_docked,C[C@@H](NS(=O)(=O)CC1CC1)[C@@H](O)c1cccc(F)c1,-7.49,ZINC000269808560_docked.dlg,TRUE
18353,ZINC000262495425_docked,C[C@@]1(C(=O)O)CCN(S(=O)(=O)c2ccc(F)cc2C#N)C1,-7.49,ZINC000262495425_docked.dlg,TRUE
18354,ZINC000747062543_docked,COc1cc(C(=O)/C=C/c2ccc(Oc3ccc(F)cc3)c([N+](=O)[O-])c2)ccc1S(C)(=O)=O,-7.49,ZINC000747062543_docked.dlg,FALSE
18355,ZINC000151007906_docked,COc1cc(C)ccc1OS(=O)(=O)c1ccc(C#N)cc1F,-7.49,ZINC000151007906_docked.dlg,TRUE
18356,ZINC000185634566_docked,COc1cc(C#N)ccc1S(=O)(=O)Nc1c(C)cc(N(C)C)cc1C,-7.49,ZINC000185634566_docked.dlg,TRUE
18357,ZINC000468356221_docked,CC[C@H](O)CN(c1ccccc1)S(=O)(=O)c1cc(F)ccc1OCCOC,-7.49,ZINC000468356221_docked.dlg,TRUE
18358,ZINC000340784831_docked,C[C@@H](NC(=O)COc1cc(F)cc(C#N)c1)c1ccc(F)cc1,-7.49,ZINC000340784831_docked.dlg,TRUE
18359,ZINC000345223279_docked,CC[C@H](N[C@H](C)c1ccc(S(C)(=O)=O)c(OC)c1)C(F)(F)F,-7.49,ZINC000345223279_docked.dlg,TRUE
18360,ZINC001109372870_docked,CNC(=O)NCC(=O)N[C@H]1C[C@H]2CC[C@@H]1N2Cc1cc(F)ccc1C#N,-7.49,ZINC001109372870_docked.dlg,FALSE
18361,ZINC000579977297_docked,CCCN(Cc1ccc(C#N)cc1)Cc1cc(F)ccc1OC,-7.49,ZINC000579977297_docked.dlg,TRUE
18362,ZINC000093901924_docked,COc1cc(C(=O)/C=C/c2cn(C)nc2C(C)(C)C)ccc1S(C)(=O)=O,-7.49,ZINC000093901924_docked.dlg,TRUE
18363,ZINC000776990292_docked,CS(=O)(=O)c1ccc(C(=O)N2CC[C@@](O)(c3ccc(F)cc3)C2)cc1Br,-7.49,ZINC000776990292_docked.dlg,TRUE
18364,ZINC000810048925_docked,N#Cc1cncc(S(=O)(=O)NC[C@@H](O)COc2cccc(F)c2)c1,-7.49,ZINC000810048925_docked.dlg,FALSE
18365,ZINC000380257326_docked,N#Cc1cc(Cl)cc(Oc2ccc(C(=O)O)cc2N)c1,-7.49,ZINC000380257326_docked.dlg,TRUE
18366,ZINC000151095600_docked,Cc1cc(C#N)ccc1Oc1ccc(C(=O)O[C@H](C#N)C2CC2)cc1,-7.49,ZINC000151095600_docked.dlg,TRUE
18367,ZINC000588831538_docked,CN(C)S(=O)(=O)c1cc(NC(=O)COc2cc(F)cc(C#N)c2)ccc1Cl,-7.49,ZINC000588831538_docked.dlg,TRUE
18368,ZINC000127547828_docked,N#Cc1ccc(OS(=O)(=O)c2ccc(F)cc2C#N)c(F)c1,-7.49,ZINC000127547828_docked.dlg,TRUE
18369,ZINC000312453396_docked,C[C@@H](N)c1c(F)cccc1Oc1cc(Cl)cc(C#N)c1,-7.49,ZINC000312453396_docked.dlg,TRUE
18370,ZINC000311408445_docked,N#Cc1cc(F)cc(O[C@@H](CN)c2ccccc2)c1,-7.49,ZINC000311408445_docked.dlg,TRUE
18371,ZINC000340786027_docked,CN(C)C(=O)c1ccc(NC(=O)COc2cc(F)cc(C#N)c2)cc1,-7.49,ZINC000340786027_docked.dlg,TRUE
18372,ZINC000123875784_docked,COc1cc([C@H](C)NC[C@H](O)C(C)C)ccc1S(C)(=O)=O,-7.49,ZINC000123875784_docked.dlg,TRUE
18373,ZINC000500312291_docked,Cc1cc(NC(=O)c2cccc(COc3cccc(F)c3)c2)ccc1S(C)(=O)=O,-7.49,ZINC000500312291_docked.dlg,FALSE
18374,ZINC000186363324_docked,Cc1ccc(OS(=O)(=O)c2ccc(F)cc2C#N)cn1,-7.49,ZINC000186363324_docked.dlg,TRUE
18375,ZINC000614337012_docked,COc1cc(C#N)ccc1S(=O)(=O)N[C@@H](C(=O)O)c1cc(F)ccc1F,-7.49,ZINC000614337012_docked.dlg,TRUE
18376,ZINC000548250004_docked,CN([C@@H](C(=O)O)c1cc(F)c(F)c(F)c1)S(=O)(=O)c1ccc(F)cc1C#N,-7.49,ZINC000548250004_docked.dlg,TRUE
18377,ZINC000809211578_docked,N#Cc1cc(F)cc(OC[C@@H](O)c2ccc(Cl)cc2Cl)c1,-7.49,ZINC000809211578_docked.dlg,FALSE
18378,ZINC000032128243_docked,Cc1cc(F)ccc1S(=O)(=O)N1CCC(C#N)CC1,-7.49,ZINC000032128243_docked.dlg,TRUE
18379,ZINC000513423050_docked,CS(=O)(=O)c1ccc(C(=O)Nc2cc(C#N)ccc2OC(F)F)cc1[N+](=O)[O-],-7.49,ZINC000513423050_docked.dlg,TRUE
18380,ZINC000260344268_docked,CS(=O)(=O)c1cc(F)cc([C@H]2C[C@H](C#N)CN2)c1F,-7.49,ZINC000260344268_docked.dlg,TRUE
18381,ZINC000787737559_docked,C[C@H](NC(=O)c1ccc(OCc2ccccc2C#N)cc1)[C@H](O)c1ccc2c(c1)OCO2,-7.49,ZINC000787737559_docked.dlg,FALSE
18382,ZINC000227633939_docked,N#Cc1cc(F)cc(Oc2cccc(Br)c2)c1,-7.49,ZINC000227633939_docked.dlg,TRUE
18383,ZINC000647125994_docked,CC[C@@H](O)CN(c1ccccc1)S(=O)(=O)c1cc(F)ccc1OC,-7.49,ZINC000647125994_docked.dlg,TRUE
18384,ZINC000476183399_docked,N#Cc1cc(F)c(S(=O)(=O)N2CCC(O)(Cc3ccc(F)cc3)CC2)c(F)c1,-7.49,ZINC000476183399_docked.dlg,TRUE
18385,ZINC000494384048_docked,COCCOc1ccc(S(C)(=O)=O)cc1NC(=O)N[C@@H]1C[C@@H]1c1cccc(F)c1,-7.49,ZINC000494384048_docked.dlg,TRUE
18386,ZINC000766177870_docked,COCCOc1ccc(F)cc1S(=O)(=O)Oc1ccc(C#N)c(C)c1,-7.49,ZINC000766177870_docked.dlg,TRUE
18387,ZINC000382286184_docked,CCCC1(Nc2cc(C#N)ccc2N)CCCC1,-7.49,ZINC000382286184_docked.dlg,TRUE
18388,ZINC001194250055_docked,COc1ccc(C(=O)NCc2ccc(C#N)c(F)c2)cc1S(C)(=O)=O,-7.49,ZINC001194250055_docked.dlg,FALSE
18389,ZINC000131773635_docked,COc1cc([C@H](C)NCc2ccc(F)cc2)ccc1S(C)(=O)=O,-7.49,ZINC000131773635_docked.dlg,TRUE
18390,ZINC000163306274_docked,Cc1cc(F)ccc1Oc1ccc(C[C@H](C)N)cc1,-7.49,ZINC000163306274_docked.dlg,TRUE
18391,ZINC000609022319_docked,C[C@H](Oc1ccc(C#N)cc1)C(=O)Nc1cc(F)ccc1Oc1ccccc1,-7.49,ZINC000609022319_docked.dlg,TRUE
18392,ZINC000183716043_docked,Cc1ccc(C(=O)N2CC[C@@H](Oc3cccc(F)c3)C2)cc1S(C)(=O)=O,-7.48,ZINC000183716043_docked.dlg,TRUE
18393,ZINC000156114921_docked,C/C=C/c1ccc(OS(=O)(=O)c2ccc(F)cc2C#N)c(OC)c1,-7.48,ZINC000156114921_docked.dlg,TRUE
18394,ZINC000385156162_docked,N#Cc1cc(F)cc(OC[C@H]2CCC[C@@H](O)C2)c1,-7.48,ZINC000385156162_docked.dlg,TRUE
18395,ZINC001092839810_docked,N#Cc1ccc(N2[C@H]3CC[C@@H]2C[C@@H]3NC(=O)COc2cccc(F)c2)nc1,-7.48,ZINC001092839810_docked.dlg,FALSE
18396,ZINC000581569756_docked,COc1ccc(CCNC(=O)COc2cc(F)cc(C#N)c2)cc1OC,-7.48,ZINC000581569756_docked.dlg,TRUE
18397,ZINC000192466412_docked,Cc1cc(F)ccc1S(=O)(=O)N1c2ccccc2C[C@H]1C(=O)O,-7.48,ZINC000192466412_docked.dlg,TRUE
18398,ZINC000537672743_docked,C[C@@H]1CCN(C(=O)c2ccc(S(C)(=O)=O)c(Br)c2)[C@@H](c2ccco2)C1,-7.48,ZINC000537672743_docked.dlg,TRUE
18399,ZINC000751967570_docked,C[C@@H](Nc1ccc(C#N)cn1)[C@H](O)c1cccc(F)c1,-7.48,ZINC000751967570_docked.dlg,TRUE
18400,ZINC000097000290_docked,Cc1cc(F)ccc1S(=O)(=O)N1c2ccccc2CC[C@H]1C(N)=O,-7.48,ZINC000097000290_docked.dlg,TRUE
18401,ZINC000045866219_docked,COc1ccc(CN2CCN(S(=O)(=O)c3ccc(F)cc3C)CC2)cc1,-7.48,ZINC000045866219_docked.dlg,TRUE
18402,ZINC000037369474_docked,CS(=O)(=O)c1ccc(Oc2ccc(F)cc2N)cc1,-7.48,ZINC000037369474_docked.dlg,TRUE
