Ligand Number	Confidence Score
40047	-1.1012
40812	-1.1012
37684	-1.1012
28808	-1.1013
38445	-1.1013
20134	-1.1014
29793	-1.1016
33456	-1.1017
19788	-1.1017
17942	-1.1017
1064	-1.1019
21540	-1.1021
24889	-1.1021
18481	-1.1021
34215	-1.1022
2981	-1.1022
19662	-1.1025
32350	-1.1025
21808	-1.1026
5452	-1.1027
13924	-1.1027
18505	-1.1027
8747	-1.1029
6994	-1.1029
23826	-1.1029
11170	-1.1030
12466	-1.1030
11900	-1.1030
7407	-1.1031
28888	-1.1031
38964	-1.1032
15009	-1.1033
27907	-1.1034
37540	-1.1035
15772	-1.1035
8907	-1.1035
24166	-1.1035
40739	-1.1036
19262	-1.1036
40439	-1.1037
19667	-1.1038
27948	-1.1038
35873	-1.1039
34112	-1.1039
803	-1.1039
21839	-1.1040
14855	-1.1041
9490	-1.1041
39122	-1.1042
34949	-1.1042
30825	-1.1043
36570	-1.1044
28128	-1.1044
40187	-1.1045
7889	-1.1046
5176	-1.1046
25388	-1.1046
35696	-1.1047
13346	-1.1047
30717	-1.1049
36025	-1.1049
30273	-1.1051
36235	-1.1052
5317	-1.1052
13987	-1.1052
35486	-1.1054
31872	-1.1054
10257	-1.1054
31418	-1.1055
37400	-1.1056
34262	-1.1057
2707	-1.1058
35787	-1.1058
22256	-1.1058
3253	-1.1058
6194	-1.1059
17596	-1.1059
13350	-1.1060
38817	-1.1060
33627	-1.1061
26333	-1.1061
27806	-1.1062
13506	-1.1062
7818	-1.1063
4752	-1.1064
21879	-1.1064
26708	-1.1065
21291	-1.1065
21104	-1.1066
18081	-1.1066
32454	-1.1066
36556	-1.1066
32549	-1.1066
4542	-1.1067
26877	-1.1067
15011	-1.1067
17142	-1.1067
35475	-1.1067
13001	-1.1067
14802	-1.1067
18961	-1.1069
10022	-1.1069
1029	-1.1070
9780	-1.1070
9092	-1.1070
40450	-1.1070
32704	-1.1073
11553	-1.1073
24453	-1.1073
19287	-1.1073
23385	-1.1073
12565	-1.1074
37023	-1.1075
8478	-1.1075
853	-1.1076
11859	-1.1076
39844	-1.1076
20619	-1.1076
9555	-1.1077
25041	-1.1080
24356	-1.1080
18780	-1.1080
6153	-1.1081
3553	-1.1081
36937	-1.1081
10955	-1.1081
7197	-1.1082
29619	-1.1082
23536	-1.1082
30933	-1.1084
10898	-1.1086
7789	-1.1086
7109	-1.1086
33128	-1.1086
40769	-1.1088
21967	-1.1088
40067	-1.1088
20812	-1.1089
3840	-1.1089
40345	-1.1090
6562	-1.1091
27353	-1.1092
973	-1.1092
34149	-1.1093
35725	-1.1094
1938	-1.1097
9202	-1.1097
26237	-1.1100
9630	-1.1101
34904	-1.1102
25303	-1.1102
19985	-1.1104
15885	-1.1104
19399	-1.1105
17012	-1.1106
24201	-1.1106
20469	-1.1107
36761	-1.1108
23293	-1.1108
4006	-1.1109
6120	-1.1110
1714	-1.1111
38563	-1.1111
27864	-1.1111
30659	-1.1114
30911	-1.1115
32305	-1.1115
16926	-1.1116
18523	-1.1116
27376	-1.1116
38148	-1.1116
28942	-1.1117
10221	-1.1117
21211	-1.1118
3557	-1.1118
26716	-1.1120
22614	-1.1122
33237	-1.1123
17984	-1.1123
9299	-1.1124
36994	-1.1125
33260	-1.1125
38146	-1.1125
23603	-1.1126
30076	-1.1127
36264	-1.1127
32832	-1.1128
9072	-1.1129
12174	-1.1130
10325	-1.1131
15986	-1.1131
6267	-1.1131
19429	-1.1132
1810	-1.1133
15622	-1.1134
17089	-1.1134
17701	-1.1135
15496	-1.1135
23448	-1.1137
1943	-1.1138
9863	-1.1138
9873	-1.1138
32782	-1.1139
11783	-1.1141
22056	-1.1141
8298	-1.1141
26673	-1.1141
39339	-1.1142
7926	-1.1144
31727	-1.1146
32731	-1.1146
18049	-1.1146
16208	-1.1146
26290	-1.1147
36864	-1.1147
11787	-1.1148
766	-1.1149
36003	-1.1149
9829	-1.1150
3332	-1.1150
10237	-1.1151
16079	-1.1152
5158	-1.1152
18424	-1.1152
39974	-1.1152
23006	-1.1152
30122	-1.1153
23240	-1.1154
10880	-1.1154
2562	-1.1155
11743	-1.1155
17227	-1.1155
37877	-1.1157
24548	-1.1160
27017	-1.1160
16070	-1.1160
10724	-1.1161
35653	-1.1162
22828	-1.1162
30378	-1.1163
34789	-1.1165
21444	-1.1167
652	-1.1167
34040	-1.1167
2939	-1.1168
3777	-1.1169
11788	-1.1170
31321	-1.1171
19601	-1.1172
36724	-1.1175
10528	-1.1175
24074	-1.1176
36684	-1.1178
40003	-1.1178
39945	-1.1180
6066	-1.1180
22051	-1.1181
32868	-1.1181
23841	-1.1182
3526	-1.1183
30535	-1.1184
36567	-1.1185
18920	-1.1185
32567	-1.1186
12644	-1.1187
29987	-1.1187
26918	-1.1188
11220	-1.1189
11595	-1.1191
9510	-1.1191
9321	-1.1191
29522	-1.1192
13244	-1.1192
30928	-1.1193
17427	-1.1193
20623	-1.1193
15537	-1.1194
22017	-1.1197
25325	-1.1198
2302	-1.1198
13208	-1.1198
39787	-1.1199
9163	-1.1199
22987	-1.1200
4259	-1.1200
5365	-1.1200
16842	-1.1200
17966	-1.1201
14603	-1.1201
26442	-1.1202
33575	-1.1203
30675	-1.1203
33374	-1.1204
34349	-1.1204
20918	-1.1204
33460	-1.1204
38368	-1.1206
17742	-1.1207
3866	-1.1207
1989	-1.1207
32451	-1.1207
22033	-1.1209
28225	-1.1209
13643	-1.1210
5182	-1.1211
34402	-1.1212
33902	-1.1212
11519	-1.1212
2237	-1.1214
24253	-1.1214
15674	-1.1215
28777	-1.1215
1537	-1.1215
35912	-1.1215
6539	-1.1215
17405	-1.1216
19763	-1.1217
37832	-1.1218
30772	-1.1218
33308	-1.1218
20260	-1.1218
35577	-1.1219
20925	-1.1219
17853	-1.1219
33544	-1.1219
14214	-1.1221
22003	-1.1221
26239	-1.1221
27703	-1.1221
32272	-1.1221
40591	-1.1222
36160	-1.1222
16598	-1.1223
5919	-1.1224
33813	-1.1224
18734	-1.1226
18250	-1.1228
37516	-1.1228
37696	-1.1229
33343	-1.1230
22800	-1.1230
40594	-1.1231
39695	-1.1231
7056	-1.1233
18216	-1.1234
19697	-1.1234
16622	-1.1234
8363	-1.1236
37270	-1.1238
9295	-1.1239
36261	-1.1241
31082	-1.1241
29231	-1.1242
16414	-1.1242
36869	-1.1243
30580	-1.1244
34193	-1.1245
5960	-1.1246
2337	-1.1246
11898	-1.1247
11094	-1.1247
24884	-1.1248
5963	-1.1248
30987	-1.1248
32915	-1.1250
34475	-1.1251
17693	-1.1252
32013	-1.1252
15309	-1.1252
5599	-1.1254
24836	-1.1254
25687	-1.1255
38722	-1.1255
39267	-1.1255
39768	-1.1255
1470	-1.1256
11352	-1.1256
9380	-1.1257
27056	-1.1259
31135	-1.1259
27983	-1.1260
31519	-1.1261
22534	-1.1261
28725	-1.1263
33327	-1.1263
40764	-1.1264
36330	-1.1264
39627	-1.1264
20954	-1.1265
30390	-1.1266
14522	-1.1268
19266	-1.1270
7758	-1.1270
10183	-1.1270
40449	-1.1270
25809	-1.1271
15385	-1.1272
20222	-1.1272
37434	-1.1272
4024	-1.1273
10912	-1.1273
15617	-1.1273
13313	-1.1274
7629	-1.1274
8895	-1.1274
3225	-1.1274
37007	-1.1274
8093	-1.1276
23929	-1.1276
21541	-1.1276
17546	-1.1276
40089	-1.1277
25834	-1.1279
21554	-1.1279
24894	-1.1280
34925	-1.1280
15227	-1.1281
39523	-1.1281
9227	-1.1282
39408	-1.1282
4656	-1.1283
26518	-1.1285
36596	-1.1285
35510	-1.1286
29873	-1.1286
25290	-1.1286
16709	-1.1287
7023	-1.1287
33956	-1.1287
16099	-1.1288
13072	-1.1289
32930	-1.1289
15340	-1.1291
40055	-1.1291
39798	-1.1293
26435	-1.1294
13211	-1.1295
29130	-1.1295
4679	-1.1296
11863	-1.1297
28694	-1.1297
26842	-1.1297
1219	-1.1299
7168	-1.1299
3156	-1.1299
21203	-1.1300
13542	-1.1301
10821	-1.1301
779	-1.1301
17011	-1.1302
38720	-1.1303
39579	-1.1303
24116	-1.1304
18474	-1.1304
21283	-1.1305
16028	-1.1305
24781	-1.1306
6348	-1.1307
12540	-1.1307
23067	-1.1307
37333	-1.1308
10675	-1.1308
17941	-1.1309
17684	-1.1310
35595	-1.1311
10769	-1.1311
38950	-1.1313
8771	-1.1313
16269	-1.1314
34439	-1.1315
13765	-1.1315
27024	-1.1316
7830	-1.1316
5934	-1.1316
28871	-1.1316
13666	-1.1316
40829	-1.1316
12752	-1.1317
26448	-1.1317
34117	-1.1318
33581	-1.1319
5627	-1.1319
36485	-1.1319
37768	-1.1320
12590	-1.1321
19938	-1.1321
28413	-1.1322
11027	-1.1322
26995	-1.1322
23852	-1.1323
35346	-1.1323
12593	-1.1324
21720	-1.1324
12725	-1.1324
13066	-1.1326
969	-1.1326
7898	-1.1327
10889	-1.1327
9069	-1.1328
37669	-1.1328
7790	-1.1328
36507	-1.1330
24693	-1.1331
14337	-1.1331
21556	-1.1334
34098	-1.1336
23137	-1.1337
37251	-1.1338
21600	-1.1342
1861	-1.1342
38665	-1.1343
28627	-1.1344
23926	-1.1344
2087	-1.1344
40485	-1.1346
29336	-1.1348
11678	-1.1348
36481	-1.1348
15329	-1.1349
34835	-1.1350
1471	-1.1351
30140	-1.1352
33432	-1.1352
11334	-1.1352
32122	-1.1352
14108	-1.1354
13266	-1.1356
39616	-1.1356
20563	-1.1356
21253	-1.1357
40932	-1.1357
4126	-1.1357
17128	-1.1359
36986	-1.1360
40667	-1.1361
1820	-1.1362
335	-1.1362
28438	-1.1363
31211	-1.1363
18613	-1.1364
18645	-1.1365
1247	-1.1365
10966	-1.1365
16290	-1.1366
18470	-1.1367
19271	-1.1369
21246	-1.1369
32404	-1.1369
13857	-1.1371
18121	-1.1372
13105	-1.1373
310	-1.1374
32317	-1.1374
444	-1.1375
39441	-1.1376
40567	-1.1376
27525	-1.1376
35129	-1.1377
10544	-1.1378
23934	-1.1379
7179	-1.1379
12670	-1.1380
25660	-1.1380
25427	-1.1381
38338	-1.1381
16207	-1.1381
28654	-1.1382
21612	-1.1382
34332	-1.1382
9786	-1.1383
38869	-1.1383
13357	-1.1384
36910	-1.1384
2138	-1.1384
30334	-1.1384
38768	-1.1385
17294	-1.1385
28616	-1.1385
4466	-1.1386
8559	-1.1386
29765	-1.1386
35940	-1.1387
3408	-1.1387
16885	-1.1388
15433	-1.1388
40507	-1.1388
33088	-1.1389
19469	-1.1389
1512	-1.1390
8465	-1.1390
15267	-1.1390
34015	-1.1391
29218	-1.1392
38642	-1.1392
36634	-1.1392
25012	-1.1393
38639	-1.1394
6487	-1.1395
26087	-1.1396
39207	-1.1396
12854	-1.1397
37627	-1.1399
33740	-1.1399
24779	-1.1400
4293	-1.1400
3455	-1.1401
29240	-1.1401
36125	-1.1403
26578	-1.1404
3733	-1.1404
32289	-1.1405
6445	-1.1405
40864	-1.1406
36687	-1.1407
19678	-1.1407
6046	-1.1407
35628	-1.1407
19666	-1.1408
20075	-1.1408
32254	-1.1409
29307	-1.1410
24650	-1.1411
10719	-1.1411
18945	-1.1413
24217	-1.1413
17925	-1.1413
13394	-1.1413
11262	-1.1413
18770	-1.1414
25002	-1.1415
35816	-1.1415
30562	-1.1415
34463	-1.1416
17144	-1.1416
28896	-1.1416
10040	-1.1417
29416	-1.1418
34528	-1.1418
9545	-1.1418
12759	-1.1419
36247	-1.1419
12169	-1.1419
11013	-1.1420
1678	-1.1420
24526	-1.1420
1030	-1.1420
23943	-1.1420
37867	-1.1420
37358	-1.1420
10950	-1.1421
38659	-1.1421
38870	-1.1421
5476	-1.1422
21326	-1.1422
24860	-1.1423
8963	-1.1423
31209	-1.1423
2872	-1.1424
10297	-1.1424
39740	-1.1424
18407	-1.1425
10036	-1.1425
26227	-1.1426
34845	-1.1426
21068	-1.1426
10027	-1.1429
30508	-1.1429
10202	-1.1430
1187	-1.1431
40350	-1.1431
24785	-1.1432
20217	-1.1432
25274	-1.1433
1650	-1.1433
9507	-1.1433
15776	-1.1433
30243	-1.1434
40705	-1.1434
37985	-1.1434
29706	-1.1436
35106	-1.1436
7522	-1.1437
33618	-1.1438
29358	-1.1438
6008	-1.1438
7470	-1.1442
9356	-1.1442
12492	-1.1444
5583	-1.1445
29713	-1.1446
11621	-1.1447
14338	-1.1447
38762	-1.1447
39873	-1.1447
17336	-1.1448
12660	-1.1449
2016	-1.1450
38373	-1.1450
36230	-1.1451
35191	-1.1451
23340	-1.1453
37839	-1.1453
2463	-1.1453
9282	-1.1456
37977	-1.1456
18460	-1.1456
10197	-1.1457
24040	-1.1457
37721	-1.1457
16165	-1.1458
1163	-1.1458
26932	-1.1458
1551	-1.1458
18851	-1.1458
186	-1.1459
40297	-1.1461
13787	-1.1461
37022	-1.1462
35812	-1.1464
25498	-1.1465
31749	-1.1465
27599	-1.1466
30466	-1.1467
5989	-1.1467
28531	-1.1468
20156	-1.1469
23659	-1.1470
24946	-1.1471
2935	-1.1471
30287	-1.1472
38012	-1.1472
21981	-1.1474
23677	-1.1476
16672	-1.1476
39856	-1.1476
19208	-1.1478
998	-1.1478
20530	-1.1478
2306	-1.1480
5971	-1.1480
13701	-1.1481
23632	-1.1482
19747	-1.1482
9117	-1.1483
21937	-1.1483
23610	-1.1483
20520	-1.1484
18364	-1.1484
36638	-1.1484
7828	-1.1484
16806	-1.1486
29549	-1.1486
29624	-1.1486
37640	-1.1487
26053	-1.1490
29116	-1.1490
33865	-1.1491
31554	-1.1491
11204	-1.1491
10514	-1.1491
28608	-1.1492
19815	-1.1492
33174	-1.1493
11825	-1.1493
170	-1.1495
9631	-1.1495
3190	-1.1495
34091	-1.1495
8591	-1.1496
39487	-1.1496
1116	-1.1498
36755	-1.1498
30202	-1.1499
38020	-1.1499
25926	-1.1500
26916	-1.1501
33898	-1.1501
880	-1.1506
1518	-1.1506
38141	-1.1506
11461	-1.1506
960	-1.1507
35667	-1.1507
16259	-1.1510
29642	-1.1510
40308	-1.1511
30368	-1.1511
31927	-1.1512
19387	-1.1512
3362	-1.1513
16664	-1.1513
3288	-1.1516
32449	-1.1516
10574	-1.1517
39687	-1.1517
40564	-1.1518
22361	-1.1518
37081	-1.1518
2053	-1.1519
4	-1.1520
30793	-1.1521
8286	-1.1521
22583	-1.1521
35680	-1.1521
22735	-1.1522
15654	-1.1523
28553	-1.1524
35199	-1.1524
15667	-1.1525
20526	-1.1526
10341	-1.1526
36584	-1.1527
5905	-1.1530
26817	-1.1531
7602	-1.1533
19024	-1.1533
7426	-1.1534
4202	-1.1537
14692	-1.1537
36613	-1.1538
18699	-1.1539
15468	-1.1540
7736	-1.1540
30078	-1.1541
6469	-1.1543
23010	-1.1543
10395	-1.1544
40676	-1.1544
33725	-1.1544
30166	-1.1544
25823	-1.1546
10133	-1.1547
10519	-1.1547
20912	-1.1548
23272	-1.1549
3702	-1.1550
24406	-1.1550
8065	-1.1550
40213	-1.1550
1693	-1.1551
28558	-1.1551
35624	-1.1551
29968	-1.1553
27252	-1.1554
210	-1.1555
15060	-1.1556
4423	-1.1556
38170	-1.1557
4558	-1.1557
12312	-1.1558
21874	-1.1558
11271	-1.1559
25522	-1.1559
24066	-1.1560
16977	-1.1560
20782	-1.1561
39160	-1.1561
31620	-1.1562
39712	-1.1562
32707	-1.1562
16370	-1.1565
8857	-1.1569
11959	-1.1569
34088	-1.1569
16954	-1.1571
38998	-1.1573
20587	-1.1573
10363	-1.1574
5702	-1.1574
13109	-1.1574
21579	-1.1574
16555	-1.1575
7166	-1.1576
12112	-1.1577
38261	-1.1577
12729	-1.1577
9955	-1.1577
19386	-1.1578
5456	-1.1578
37215	-1.1579
39501	-1.1579
34452	-1.1580
7598	-1.1580
27991	-1.1581
35133	-1.1581
24213	-1.1582
8860	-1.1582
21069	-1.1583
37419	-1.1584
14409	-1.1584
3299	-1.1585
7827	-1.1587
35961	-1.1588
11589	-1.1588
24439	-1.1588
38375	-1.1589
25143	-1.1589
15684	-1.1591
2387	-1.1591
39839	-1.1592
38374	-1.1593
39324	-1.1593
13472	-1.1594
31983	-1.1594
39232	-1.1595
15957	-1.1595
29876	-1.1596
10764	-1.1596
12970	-1.1597
33106	-1.1598
33894	-1.1598
14399	-1.1599
6533	-1.1599
22636	-1.1599
38082	-1.1600
6381	-1.1600
32544	-1.1602
4243	-1.1602
24628	-1.1602
38277	-1.1604
15840	-1.1605
16657	-1.1607
14315	-1.1608
29627	-1.1608
19154	-1.1608
23898	-1.1609
14756	-1.1609
36925	-1.1609
15500	-1.1610
27490	-1.1610
16387	-1.1610
6325	-1.1613
20644	-1.1613
841	-1.1613
1922	-1.1614
38644	-1.1616
31860	-1.1616
6235	-1.1616
32347	-1.1617
38951	-1.1619
20367	-1.1621
6094	-1.1622
9821	-1.1623
34422	-1.1624
36467	-1.1625
22880	-1.1627
38798	-1.1627
26660	-1.1629
28510	-1.1634
14011	-1.1635
36585	-1.1635
21130	-1.1635
13798	-1.1635
31200	-1.1636
27206	-1.1636
3886	-1.1636
26670	-1.1637
10405	-1.1637
28158	-1.1637
1441	-1.1638
37690	-1.1638
29833	-1.1638
11413	-1.1638
10850	-1.1639
11336	-1.1639
21007	-1.1640
28347	-1.1641
20755	-1.1642
12841	-1.1642
32897	-1.1642
15160	-1.1643
36089	-1.1643
31988	-1.1643
20768	-1.1643
35359	-1.1645
18795	-1.1646
24039	-1.1646
40867	-1.1647
28149	-1.1647
36302	-1.1647
25530	-1.1649
28536	-1.1649
34519	-1.1650
33250	-1.1650
14455	-1.1652
40196	-1.1653
38700	-1.1654
17160	-1.1654
33064	-1.1654
20315	-1.1654
16459	-1.1655
34171	-1.1655
39973	-1.1655
2241	-1.1655
38506	-1.1656
8454	-1.1657
35311	-1.1658
6674	-1.1659
12580	-1.1660
5241	-1.1660
7569	-1.1663
8042	-1.1663
21199	-1.1664
8885	-1.1665
11344	-1.1667
19921	-1.1667
13546	-1.1667
18031	-1.1668
32996	-1.1668
9997	-1.1669
27079	-1.1669
15848	-1.1670
9889	-1.1671
11225	-1.1672
4936	-1.1672
33392	-1.1676
8967	-1.1676
177	-1.1676
1775	-1.1676
4527	-1.1677
2541	-1.1677
37558	-1.1677
30151	-1.1679
25148	-1.1680
29041	-1.1681
11808	-1.1681
31663	-1.1681
8697	-1.1682
28300	-1.1682
4737	-1.1682
7317	-1.1683
38437	-1.1684
592	-1.1684
39536	-1.1685
3230	-1.1687
3755	-1.1687
31563	-1.1688
30896	-1.1688
6075	-1.1688
9961	-1.1688
4044	-1.1688
35288	-1.1689
34986	-1.1690
26994	-1.1692
13144	-1.1694
24314	-1.1694
24190	-1.1694
18869	-1.1695
13637	-1.1697
17084	-1.1697
2948	-1.1698
2051	-1.1699
20724	-1.1701
7923	-1.1701
10877	-1.1702
39481	-1.1703
3592	-1.1703
24321	-1.1703
25473	-1.1705
5566	-1.1705
15970	-1.1706
17061	-1.1706
10902	-1.1708
7720	-1.1708
29761	-1.1711
16729	-1.1711
9912	-1.1711
22893	-1.1712
6163	-1.1713
40747	-1.1713
3115	-1.1714
40778	-1.1714
23754	-1.1714
14324	-1.1715
6435	-1.1716
37881	-1.1717
11793	-1.1719
25652	-1.1719
15568	-1.1720
328	-1.1720
821	-1.1720
8728	-1.1722
15662	-1.1723
38923	-1.1723
33202	-1.1724
2944	-1.1725
17295	-1.1725
39432	-1.1725
5519	-1.1725
20499	-1.1726
34249	-1.1727
1593	-1.1727
16675	-1.1727
15439	-1.1728
9453	-1.1728
34522	-1.1730
19583	-1.1730
21412	-1.1730
17738	-1.1731
3951	-1.1732
12388	-1.1733
12643	-1.1735
13481	-1.1735
12980	-1.1735
30640	-1.1736
11623	-1.1736
5538	-1.1736
24672	-1.1737
22679	-1.1738
37316	-1.1738
15350	-1.1739
1653	-1.1739
10294	-1.1740
25584	-1.1742
40192	-1.1742
10096	-1.1743
13802	-1.1743
4210	-1.1744
17837	-1.1745
15814	-1.1746
28851	-1.1749
29736	-1.1749
12407	-1.1749
17127	-1.1749
21626	-1.1750
13623	-1.1753
37422	-1.1753
9882	-1.1754
29966	-1.1755
32110	-1.1755
16765	-1.1756
23796	-1.1756
21674	-1.1758
35441	-1.1758
20496	-1.1759
21747	-1.1759
30441	-1.1759
28101	-1.1760
37537	-1.1760
6339	-1.1761
4824	-1.1764
36763	-1.1765
36745	-1.1765
13770	-1.1766
16539	-1.1768
1485	-1.1768
14115	-1.1769
36701	-1.1769
1886	-1.1770
20317	-1.1771
29289	-1.1771
18415	-1.1771
10861	-1.1774
6482	-1.1774
34965	-1.1774
29750	-1.1775
24110	-1.1776
21400	-1.1776
2636	-1.1776
13418	-1.1780
27856	-1.1781
19980	-1.1782
37642	-1.1784
11072	-1.1785
31753	-1.1785
28282	-1.1786
7812	-1.1786
24609	-1.1786
26919	-1.1786
36289	-1.1786
2260	-1.1786
18930	-1.1787
38741	-1.1787
20208	-1.1787
18329	-1.1788
25499	-1.1789
23471	-1.1790
15996	-1.1791
32084	-1.1791
35314	-1.1792
25899	-1.1792
16858	-1.1794
23862	-1.1794
29679	-1.1794
2482	-1.1796
5121	-1.1796
32474	-1.1797
17898	-1.1797
25486	-1.1798
40486	-1.1799
7669	-1.1799
8864	-1.1800
15874	-1.1800
17741	-1.1801
3062	-1.1802
5994	-1.1802
22247	-1.1805
39543	-1.1805
17062	-1.1805
30224	-1.1806
32334	-1.1807
14396	-1.1808
18292	-1.1808
31997	-1.1809
5146	-1.1809
30514	-1.1809
38208	-1.1809
13971	-1.1812
9641	-1.1813
34927	-1.1813
12601	-1.1813
19766	-1.1813
29111	-1.1814
10784	-1.1814
35556	-1.1814
38138	-1.1816
18302	-1.1817
38564	-1.1818
15356	-1.1819
30006	-1.1820
32137	-1.1820
35447	-1.1821
16267	-1.1822
25151	-1.1823
16510	-1.1823
11832	-1.1824
40699	-1.1824
37214	-1.1825
10967	-1.1825
19062	-1.1825
24810	-1.1827
37891	-1.1828
3761	-1.1829
10757	-1.1829
12985	-1.1830
6219	-1.1831
39134	-1.1831
11162	-1.1833
10752	-1.1834
7940	-1.1834
19107	-1.1835
19074	-1.1836
21533	-1.1836
18876	-1.1837
13640	-1.1837
32378	-1.1839
20418	-1.1839
29721	-1.1839
30836	-1.1841
15863	-1.1843
29650	-1.1843
12734	-1.1843
23807	-1.1845
31196	-1.1845
29674	-1.1846
30150	-1.1847
14201	-1.1847
1946	-1.1847
30585	-1.1849
26739	-1.1849
5308	-1.1849
20533	-1.1850
9327	-1.1850
18320	-1.1851
5100	-1.1852
20447	-1.1853
31176	-1.1853
14298	-1.1857
30577	-1.1858
29832	-1.1860
1306	-1.1860
19928	-1.1860
36528	-1.1861
11622	-1.1863
10884	-1.1864
1667	-1.1865
1218	-1.1866
10359	-1.1867
21537	-1.1867
2710	-1.1868
32202	-1.1869
27454	-1.1870
17550	-1.1871
2310	-1.1872
35952	-1.1873
33317	-1.1874
20223	-1.1875
24898	-1.1876
11473	-1.1877
21080	-1.1878
12155	-1.1878
37658	-1.1880
2864	-1.1881
6950	-1.1881
18603	-1.1882
30958	-1.1882
19377	-1.1882
24690	-1.1885
6633	-1.1885
24922	-1.1886
25521	-1.1886
14716	-1.1886
33772	-1.1887
32736	-1.1887
38129	-1.1889
2283	-1.1890
32360	-1.1890
27788	-1.1890
23606	-1.1891
12410	-1.1892
14398	-1.1892
39822	-1.1894
32562	-1.1895
21091	-1.1895
4847	-1.1897
9190	-1.1897
27754	-1.1897
13960	-1.1898
1237	-1.1898
23485	-1.1899
40210	-1.1899
14210	-1.1899
32506	-1.1900
20748	-1.1900
19021	-1.1901
11850	-1.1901
28014	-1.1902
38430	-1.1902
36862	-1.1902
4966	-1.1903
15593	-1.1904
12378	-1.1904
30615	-1.1904
5593	-1.1905
7731	-1.1907
12052	-1.1908
20437	-1.1909
2180	-1.1911
8602	-1.1912
23785	-1.1912
20137	-1.1914
34695	-1.1916
29485	-1.1917
35950	-1.1918
25727	-1.1918
27225	-1.1918
28721	-1.1919
28532	-1.1919
9711	-1.1920
8176	-1.1922
7173	-1.1923
29163	-1.1923
29410	-1.1923
7359	-1.1924
36861	-1.1925
8498	-1.1926
19548	-1.1926
38880	-1.1927
33067	-1.1927
7919	-1.1927
9683	-1.1928
29896	-1.1928
12997	-1.1929
20215	-1.1929
37841	-1.1929
26077	-1.1929
39708	-1.1931
19211	-1.1931
12535	-1.1932
29567	-1.1932
40315	-1.1935
1396	-1.1935
26353	-1.1935
13938	-1.1936
16487	-1.1936
35178	-1.1937
22566	-1.1937
21990	-1.1937
9240	-1.1939
18494	-1.1939
16106	-1.1942
7527	-1.1942
21482	-1.1942
37050	-1.1943
32585	-1.1944
1564	-1.1944
6156	-1.1944
13981	-1.1945
18214	-1.1946
33072	-1.1946
5244	-1.1947
21995	-1.1947
35166	-1.1948
8556	-1.1948
33892	-1.1948
25058	-1.1949
21216	-1.1949
16168	-1.1950
21037	-1.1951
31771	-1.1951
19048	-1.1953
13759	-1.1953
6921	-1.1954
22519	-1.1955
2888	-1.1955
12336	-1.1957
33623	-1.1958
40648	-1.1959
35363	-1.1959
4533	-1.1961
19480	-1.1961
3251	-1.1961
31480	-1.1962
16537	-1.1963
9502	-1.1963
19848	-1.1963
21383	-1.1964
7120	-1.1965
9207	-1.1967
21884	-1.1967
21126	-1.1969
17239	-1.1969
36395	-1.1969
34730	-1.1970
31565	-1.1970
4318	-1.1970
33109	-1.1972
2943	-1.1972
39639	-1.1972
15421	-1.1973
15682	-1.1973
22199	-1.1974
15319	-1.1974
13366	-1.1975
24329	-1.1975
33645	-1.1976
9370	-1.1976
32710	-1.1976
16854	-1.1976
16040	-1.1977
33818	-1.1979
83	-1.1979
37722	-1.1980
34358	-1.1980
7961	-1.1980
3402	-1.1980
38581	-1.1980
22864	-1.1981
16797	-1.1982
15623	-1.1982
13545	-1.1986
18280	-1.1988
32577	-1.1988
7103	-1.1988
35020	-1.1990
18995	-1.1990
28974	-1.1992
25782	-1.1993
34465	-1.1993
7059	-1.1993
25684	-1.1993
10431	-1.1994
23986	-1.1994
16578	-1.1994
37263	-1.1996
14846	-1.1996
10841	-1.1998
22100	-1.1998
11438	-1.1998
36036	-1.1999
20036	-1.1999
3697	-1.2000
35165	-1.2000
15625	-1.2001
25386	-1.2001
1130	-1.2001
22422	-1.2001
1694	-1.2002
15590	-1.2003
17240	-1.2003
27591	-1.2004
34751	-1.2004
19689	-1.2004
17893	-1.2004
34347	-1.2005
38619	-1.2006
15165	-1.2006
8366	-1.2006
28792	-1.2007
34892	-1.2007
35630	-1.2008
12237	-1.2011
36103	-1.2011
7255	-1.2012
35320	-1.2013
40086	-1.2014
8223	-1.2014
7277	-1.2017
37699	-1.2018
13717	-1.2018
36773	-1.2018
10805	-1.2018
14841	-1.2019
26940	-1.2019
8253	-1.2021
15533	-1.2022
10213	-1.2023
35145	-1.2023
24093	-1.2025
24918	-1.2026
15066	-1.2030
21616	-1.2030
8817	-1.2031
9685	-1.2032
32181	-1.2033
9826	-1.2033
9962	-1.2034
21518	-1.2035
23231	-1.2035
10404	-1.2036
23930	-1.2037
38770	-1.2038
14922	-1.2039
28639	-1.2039
27506	-1.2039
33287	-1.2039
1632	-1.2039
7380	-1.2040
3056	-1.2040
7468	-1.2040
27157	-1.2041
13259	-1.2041
6902	-1.2041
14691	-1.2044
34602	-1.2044
33302	-1.2045
8811	-1.2045
25651	-1.2046
37170	-1.2049
4924	-1.2049
30924	-1.2050
7087	-1.2050
27408	-1.2050
33420	-1.2052
17632	-1.2054
7538	-1.2054
26780	-1.2055
6271	-1.2055
31221	-1.2055
16419	-1.2055
30241	-1.2056
16339	-1.2057
37706	-1.2057
809	-1.2057
12700	-1.2057
28664	-1.2058
